_id,device,timestamp,temperature,humidity,NH3,CO,NO2,CO2,cluster,kategori
693d66326b13234aa5b30e29,ESP8266-Sensors,2025-12-13|13:12:18,33.96,47.61,1.23,1.9,0.62,549.37,,
693d66376b13234aa5b30e2a,ESP8266-Sensors,2025-12-13|13:12:23,26.04,73.05,1.57,4.64,0.75,468.24,,
693d663c6b13234aa5b30e2b,ESP8266-Sensors,2025-12-13|13:12:28,31.44,69.23,1.36,3.92,0.42,410.73,,
693d66416b13234aa5b30e2c,ESP8266-Sensors,2025-12-13|13:12:33,28.5,56.49,1.41,4.59,0.46,527.86,,
693d66466b13234aa5b30e2d,ESP8266-Sensors,2025-12-13|13:12:38,29.87,51.63,1.03,1.62,0.78,547.47,,
693d664b6b13234aa5b30e2e,ESP8266-Sensors,2025-12-13|13:12:43,34.19,60.13,0.85,1.97,0.16,565.96,,
693d66506b13234aa5b30e2f,ESP8266-Sensors,2025-12-13|13:12:48,32.27,80.57,1.22,1.05,0.75,497.69,,
693d66556b13234aa5b30e30,ESP8266-Sensors,2025-12-13|13:12:53,26.11,58.92,1.59,3.7,0.86,573,,
693d665a6b13234aa5b30e31,ESP8266-Sensors,2025-12-13|13:12:58,25.27,42.35,0.7,2.18,0.11,455.05,,
693d665f6b13234aa5b30e32,ESP8266-Sensors,2025-12-13|13:13:03,26.49,51.47,0.56,3.44,0.89,582.63,,
693d66646b13234aa5b30e33,ESP8266-Sensors,2025-12-13|13:13:08,33.31,44.83,1.38,3.52,0.91,497.01,,
693d66696b13234aa5b30e34,ESP8266-Sensors,2025-12-13|13:13:13,28.45,76.6,1.69,2.12,0.79,541.75,,
693d666e6b13234aa5b30e35,ESP8266-Sensors,2025-12-13|13:13:18,31.07,81.68,0.78,4.17,0.87,499.71,,
693d66736b13234aa5b30e36,ESP8266-Sensors,2025-12-13|13:13:23,26.63,66.01,1.15,5,0.38,465.58,,
693d66786b13234aa5b30e37,ESP8266-Sensors,2025-12-13|13:13:28,34.78,53.66,0.58,2.78,0.2,462.23,,
693d667d6b13234aa5b30e38,ESP8266-Sensors,2025-12-13|13:13:33,34.79,53.99,0.85,4.38,0.34,490.24,,
693d66826b13234aa5b30e39,ESP8266-Sensors,2025-12-13|13:13:38,25.96,83.75,1.12,2.24,0.2,590.82,,
693d66876b13234aa5b30e3a,ESP8266-Sensors,2025-12-13|13:13:43,34.5,59.78,1.4,1.92,0.54,575.62,,
693d668c6b13234aa5b30e3b,ESP8266-Sensors,2025-12-13|13:13:48,28.93,67.8,1.8,0.91,0.76,589.14,,
693d66916b13234aa5b30e3c,ESP8266-Sensors,2025-12-13|13:13:53,31.83,83.23,1.8,1.23,0.39,437.84,,
693d66966b13234aa5b30e3d,ESP8266-Sensors,2025-12-13|13:13:58,30.32,49.7,0.98,2.82,0.36,569.96,,
693d669b6b13234aa5b30e3e,ESP8266-Sensors,2025-12-13|13:14:03,25.16,62.03,1.95,2.59,0.48,516.2,,
693d66a06b13234aa5b30e3f,ESP8266-Sensors,2025-12-13|13:14:08,28.48,84.35,0.89,0.32,0.76,581.83,,
693d66a56b13234aa5b30e40,ESP8266-Sensors,2025-12-13|13:14:13,26.52,57.69,1.3,3.66,0.47,415.7,,
693d66aa6b13234aa5b30e41,ESP8266-Sensors,2025-12-13|13:14:18,26.42,79.77,0.8,0.55,0.18,582.87,,
693d66af6b13234aa5b30e42,ESP8266-Sensors,2025-12-13|13:14:23,29.38,50.26,1.06,0.6,0.35,414.01,,
693d66b46b13234aa5b30e43,ESP8266-Sensors,2025-12-13|13:14:28,33.44,64.82,1.58,0.85,0.47,470.09,,
693d66b96b13234aa5b30e44,ESP8266-Sensors,2025-12-13|13:14:33,25.03,73.83,0.83,0.43,0.38,557.21,,
693d66be6b13234aa5b30e45,ESP8266-Sensors,2025-12-13|13:14:38,33.53,65.53,0.73,3.85,0.17,554.17,,
693d66c36b13234aa5b30e46,ESP8266-Sensors,2025-12-13|13:14:43,32.22,55.96,1.53,2.61,0.98,461.31,,
693d66c86b13234aa5b30e47,ESP8266-Sensors,2025-12-13|13:14:48,25.72,79.27,1.26,4.09,0.54,584.52,,
693d66cd6b13234aa5b30e48,ESP8266-Sensors,2025-12-13|13:14:53,25.49,77.18,1.99,1.05,0.53,436.91,,
693d66d26b13234aa5b30e49,ESP8266-Sensors,2025-12-13|13:14:58,29.66,88.87,0.75,1.42,0.66,579.61,,
693d66d76b13234aa5b30e4a,ESP8266-Sensors,2025-12-13|13:15:03,26.94,56.52,0.6,3.45,0.64,573.17,,
693d66dc6b13234aa5b30e4b,ESP8266-Sensors,2025-12-13|13:15:08,29.25,64.1,1,1.74,0.23,509.92,,
693d66e16b13234aa5b30e4c,ESP8266-Sensors,2025-12-13|13:15:13,26.35,84.5,1.64,0.86,0.4,577.4,,
693d66e66b13234aa5b30e4d,ESP8266-Sensors,2025-12-13|13:15:18,31.78,86.71,1.75,1.88,0.11,585.5,,
693d66eb6b13234aa5b30e4e,ESP8266-Sensors,2025-12-13|13:15:23,25.31,73.72,0.55,1.21,0.84,558.7,,
693d66f06b13234aa5b30e4f,ESP8266-Sensors,2025-12-13|13:15:28,34.06,69.2,0.67,1.63,0.54,516.26,,
693d66f56b13234aa5b30e50,ESP8266-Sensors,2025-12-13|13:15:33,31.64,55.52,0.98,0.16,0.13,577.71,,
693d66fa6b13234aa5b30e51,ESP8266-Sensors,2025-12-13|13:15:38,34.93,88.81,1.04,2.53,0.79,553.08,,
693d66ff6b13234aa5b30e52,ESP8266-Sensors,2025-12-13|13:15:43,28.19,78.77,1.33,0.11,0.4,566.31,,
693d67046b13234aa5b30e53,ESP8266-Sensors,2025-12-13|13:15:48,30.96,54.55,1.52,1.39,0.35,551.97,,
693d67096b13234aa5b30e54,ESP8266-Sensors,2025-12-13|13:15:53,25.33,49.02,1.43,2.89,0.39,415,,
693d670e6b13234aa5b30e55,ESP8266-Sensors,2025-12-13|13:15:58,27.22,89.82,1.41,4.47,0.58,497.87,,
693d67136b13234aa5b30e56,ESP8266-Sensors,2025-12-13|13:16:03,31.64,52.09,1.18,2.41,0.54,545.83,,
693d67186b13234aa5b30e57,ESP8266-Sensors,2025-12-13|13:16:08,27.86,85.96,1.88,1.64,0.56,597.29,,
693d671d6b13234aa5b30e58,ESP8266-Sensors,2025-12-13|13:16:13,25.75,62.54,0.61,0.44,0.75,421.37,,
693d67226b13234aa5b30e59,ESP8266-Sensors,2025-12-13|13:16:18,31.98,80,1.77,1.1,0.2,517.86,,
693d67276b13234aa5b30e5a,ESP8266-Sensors,2025-12-13|13:16:23,35,84.35,0.65,4.87,0.98,521.86,,
693d672c6b13234aa5b30e5b,ESP8266-Sensors,2025-12-13|13:16:28,25.74,40.84,1.52,2.18,0.11,570.95,,
693d67316b13234aa5b30e5c,ESP8266-Sensors,2025-12-13|13:16:33,27.22,63.13,0.62,2.67,0.6,519.72,,
693d67366b13234aa5b30e5d,ESP8266-Sensors,2025-12-13|13:16:38,31.06,42.37,0.64,2.28,0.87,513.8,,
693d673b6b13234aa5b30e5e,ESP8266-Sensors,2025-12-13|13:16:43,29,47.16,1.07,3.1,0.98,425.19,,
693d67406b13234aa5b30e5f,ESP8266-Sensors,2025-12-13|13:16:48,27.38,54.8,1.45,1.2,0.97,419.17,,
693d67456b13234aa5b30e60,ESP8266-Sensors,2025-12-13|13:16:53,29.97,75.08,1.46,1.84,0.97,584.05,,
693d674a6b13234aa5b30e61,ESP8266-Sensors,2025-12-13|13:16:58,29.01,56.75,0.75,4.57,0.7,486.15,,
693d674f6b13234aa5b30e62,ESP8266-Sensors,2025-12-13|13:17:03,26.81,77.39,1.18,1.83,0.14,410.97,,
693d67546b13234aa5b30e63,ESP8266-Sensors,2025-12-13|13:17:08,25.35,59.12,1.29,0.89,0.38,509.22,,
693d67596b13234aa5b30e64,ESP8266-Sensors,2025-12-13|13:17:13,28.15,52.96,1.89,0.51,0.53,557.39,,
693d675e6b13234aa5b30e65,ESP8266-Sensors,2025-12-13|13:17:18,29.99,66.17,1.59,3.03,0.79,529.71,,
693d67636b13234aa5b30e66,ESP8266-Sensors,2025-12-13|13:17:23,29.83,55.71,1.03,0.43,0.11,532.43,,
693d67686b13234aa5b30e67,ESP8266-Sensors,2025-12-13|13:17:28,31.36,44.69,1.07,2.71,0.86,555.59,,
693d676d6b13234aa5b30e68,ESP8266-Sensors,2025-12-13|13:17:33,32.33,85.8,1.74,4.65,0.11,444.14,,
693d67726b13234aa5b30e69,ESP8266-Sensors,2025-12-13|13:17:38,26.57,43,1.68,2.81,0.25,408.72,,
693d67776b13234aa5b30e6a,ESP8266-Sensors,2025-12-13|13:17:43,31.96,79.89,1.41,1.78,0.52,555.97,,
693d677c6b13234aa5b30e6b,ESP8266-Sensors,2025-12-13|13:17:48,30.45,65.56,0.65,3.35,0.46,451.52,,
693d67816b13234aa5b30e6c,ESP8266-Sensors,2025-12-13|13:17:53,27.37,74.94,0.78,1.86,0.28,456.75,,
693d67866b13234aa5b30e6d,ESP8266-Sensors,2025-12-13|13:17:58,31.08,53.83,0.74,3.15,0.84,521.75,,
693d678b6b13234aa5b30e6e,ESP8266-Sensors,2025-12-13|13:18:03,29.75,84.63,0.59,3.99,0.4,528.99,,
693d67906b13234aa5b30e6f,ESP8266-Sensors,2025-12-13|13:18:08,32.93,61.03,1.42,2.97,0.87,565.31,,
693d67956b13234aa5b30e70,ESP8266-Sensors,2025-12-13|13:18:13,34.67,86.56,0.85,3.89,0.46,581.01,,
693d679a6b13234aa5b30e71,ESP8266-Sensors,2025-12-13|13:18:18,29.17,74.14,0.67,3.42,0.25,569.33,,
693d679f6b13234aa5b30e72,ESP8266-Sensors,2025-12-13|13:18:23,33.26,81.32,0.99,4.96,0.13,466.01,,
693d67a46b13234aa5b30e73,ESP8266-Sensors,2025-12-13|13:18:28,26.08,75.69,1.04,1.88,0.71,544.22,,
693d67a96b13234aa5b30e74,ESP8266-Sensors,2025-12-13|13:18:33,25.65,49.81,1.9,0.44,0.74,402.95,,
693d67ae6b13234aa5b30e75,ESP8266-Sensors,2025-12-13|13:18:38,31.78,71.59,1.86,2.95,0.8,455.57,,
693d67b36b13234aa5b30e76,ESP8266-Sensors,2025-12-13|13:18:43,32.41,67.83,0.8,4.47,0.36,451.19,,
693d67b86b13234aa5b30e77,ESP8266-Sensors,2025-12-13|13:18:48,26.65,85.07,1.53,3.28,0.42,435.22,,
693d67bd6b13234aa5b30e78,ESP8266-Sensors,2025-12-13|13:18:53,33.2,64.82,1.6,3.73,0.61,447.88,,
693d67c26b13234aa5b30e79,ESP8266-Sensors,2025-12-13|13:18:58,33.7,52.42,1.32,0.93,0.96,421.89,,
693d67c76b13234aa5b30e7a,ESP8266-Sensors,2025-12-13|13:19:03,27.07,57.49,1.63,3.73,0.79,578.53,,
693d67cc6b13234aa5b30e7b,ESP8266-Sensors,2025-12-13|13:19:08,29.45,54.38,1.53,0.77,0.9,448.37,,
693d67d16b13234aa5b30e7c,ESP8266-Sensors,2025-12-13|13:19:13,26.02,53.79,1.67,0.46,0.78,468.32,,
693d67d66b13234aa5b30e7d,ESP8266-Sensors,2025-12-13|13:19:18,33.86,55.32,1.39,4.13,0.12,416.47,,
693d67db6b13234aa5b30e7e,ESP8266-Sensors,2025-12-13|13:19:23,29.73,89.42,1.67,1.66,0.66,498.56,,
693d67e06b13234aa5b30e7f,ESP8266-Sensors,2025-12-13|13:19:28,26.19,50.05,0.94,3.8,0.5,591.64,,
693d67e56b13234aa5b30e80,ESP8266-Sensors,2025-12-13|13:19:33,32.19,85.28,1.45,2.55,0.36,531.01,,
693d67ea6b13234aa5b30e81,ESP8266-Sensors,2025-12-13|13:19:38,31.95,63.47,1.15,4.96,0.86,587.75,,
693d67ef6b13234aa5b30e82,ESP8266-Sensors,2025-12-13|13:19:43,26.5,87.85,0.55,2.66,0.83,524.57,,
693d67f46b13234aa5b30e83,ESP8266-Sensors,2025-12-13|13:19:48,25.39,56.47,0.56,2.64,0.58,454.08,,
693d67f96b13234aa5b30e84,ESP8266-Sensors,2025-12-13|13:19:53,34.75,75.78,0.91,4.5,0.14,448.8,,
693d67fe6b13234aa5b30e85,ESP8266-Sensors,2025-12-13|13:19:58,33.85,65.23,0.87,1.77,1,470.66,,
693d68036b13234aa5b30e86,ESP8266-Sensors,2025-12-13|13:20:03,27.49,44.94,1.1,2.11,0.72,548.43,,
693d68086b13234aa5b30e87,ESP8266-Sensors,2025-12-13|13:20:08,27.17,57.88,1.16,1.76,0.78,464.21,,
693d680d6b13234aa5b30e88,ESP8266-Sensors,2025-12-13|13:20:13,29.45,42.51,0.93,2.32,0.35,490.31,,
693d68126b13234aa5b30e89,ESP8266-Sensors,2025-12-13|13:20:18,33.35,62.1,1.87,1.91,0.34,418.01,,
693d68176b13234aa5b30e8a,ESP8266-Sensors,2025-12-13|13:20:23,28.53,45.36,1.12,0.14,0.56,585.56,,
693d681c6b13234aa5b30e8b,ESP8266-Sensors,2025-12-13|13:20:28,25.25,85.88,1.4,2.24,0.65,468.32,,
693d68216b13234aa5b30e8c,ESP8266-Sensors,2025-12-13|13:20:33,31.65,80.05,1.75,3.49,0.6,594.63,,
693d68266b13234aa5b30e8d,ESP8266-Sensors,2025-12-13|13:20:38,28.99,82.06,0.79,2.51,0.58,461.04,,
693d682b6b13234aa5b30e8e,ESP8266-Sensors,2025-12-13|13:20:43,31.29,60.01,0.56,3.16,0.48,502.37,,
693d68306b13234aa5b30e8f,ESP8266-Sensors,2025-12-13|13:20:48,32.54,43.13,0.62,4.51,0.99,418.27,,
693d68356b13234aa5b30e90,ESP8266-Sensors,2025-12-13|13:20:53,33,61.83,0.86,0.19,0.87,517.14,,
693d683a6b13234aa5b30e91,ESP8266-Sensors,2025-12-13|13:20:58,32.51,57.35,1.92,3.65,0.28,545.14,,
693d683f6b13234aa5b30e92,ESP8266-Sensors,2025-12-13|13:21:03,25.52,51.42,0.81,4.81,0.94,583.88,,
693d68446b13234aa5b30e93,ESP8266-Sensors,2025-12-13|13:21:08,26.94,72.87,1.19,0.66,0.61,424.38,,
693d68496b13234aa5b30e94,ESP8266-Sensors,2025-12-13|13:21:13,29.15,87.32,0.68,1.45,0.58,520.61,,
693d684e6b13234aa5b30e95,ESP8266-Sensors,2025-12-13|13:21:18,26.78,72.7,0.78,2.9,0.29,484.7,,
693d68536b13234aa5b30e96,ESP8266-Sensors,2025-12-13|13:21:23,33.29,79.37,0.6,0.13,0.26,530.23,,
693d68586b13234aa5b30e97,ESP8266-Sensors,2025-12-13|13:21:28,28.08,61.9,0.53,2.95,0.94,531.52,,
693d685d6b13234aa5b30e98,ESP8266-Sensors,2025-12-13|13:21:33,34.73,55.03,0.99,4.93,0.75,448.43,,
693d68626b13234aa5b30e99,ESP8266-Sensors,2025-12-13|13:21:38,31.81,44.83,1.09,2.82,0.32,593.58,,
693d68676b13234aa5b30e9a,ESP8266-Sensors,2025-12-13|13:21:43,28.06,84.54,1.15,1.73,0.57,522.24,,
693d686c6b13234aa5b30e9b,ESP8266-Sensors,2025-12-13|13:21:48,28.1,66.37,0.6,4.3,0.52,560.16,,
693d68716b13234aa5b30e9c,ESP8266-Sensors,2025-12-13|13:21:53,31.49,57.7,1.29,3.16,0.51,485.87,,
693d68766b13234aa5b30e9d,ESP8266-Sensors,2025-12-13|13:21:58,27.98,40.87,1.17,1.82,0.81,438.36,,
693d687b6b13234aa5b30e9e,ESP8266-Sensors,2025-12-13|13:22:03,26.1,66.57,1.46,1.39,0.58,543.51,,
693d68806b13234aa5b30e9f,ESP8266-Sensors,2025-12-13|13:22:08,28.25,45.52,1.81,1.38,0.83,419.56,,
693d68856b13234aa5b30ea0,ESP8266-Sensors,2025-12-13|13:22:13,26.94,62.44,1.63,2.56,0.73,547.46,,
693d688a6b13234aa5b30ea1,ESP8266-Sensors,2025-12-13|13:22:18,26.01,78.07,1.35,4.77,0.72,440.41,,
693d688f6b13234aa5b30ea2,ESP8266-Sensors,2025-12-13|13:22:23,32.23,78.48,1.38,2.77,0.13,472.16,,
693d68946b13234aa5b30ea3,ESP8266-Sensors,2025-12-13|13:22:28,34.57,82.84,1.25,2.41,0.3,468.05,,
693d68996b13234aa5b30ea4,ESP8266-Sensors,2025-12-13|13:22:33,28.09,53.32,1.43,1.71,0.25,585.09,,
693d689e6b13234aa5b30ea5,ESP8266-Sensors,2025-12-13|13:22:38,26.29,70.09,1.16,1.89,0.26,485.14,,
693d68a36b13234aa5b30ea6,ESP8266-Sensors,2025-12-13|13:22:43,33.92,58.01,0.7,1.42,0.12,563.36,,
693d68a86b13234aa5b30ea7,ESP8266-Sensors,2025-12-13|13:22:48,27.24,67.78,1.75,4.15,0.46,549.7,,
693d68ad6b13234aa5b30ea8,ESP8266-Sensors,2025-12-13|13:22:53,28.81,60.66,0.96,2.19,0.5,451.82,,
693d68b26b13234aa5b30ea9,ESP8266-Sensors,2025-12-13|13:22:58,30.84,60.05,1.44,4.74,0.81,503.43,,
693d68b76b13234aa5b30eaa,ESP8266-Sensors,2025-12-13|13:23:03,30.08,57.76,1.97,3.97,0.43,567.82,,
693d68bc6b13234aa5b30eab,ESP8266-Sensors,2025-12-13|13:23:08,31.01,73.18,0.85,0.57,0.49,503.54,,
693d68c16b13234aa5b30eac,ESP8266-Sensors,2025-12-13|13:23:13,29.82,70.53,1.17,0.97,0.31,427.82,,
693d68c66b13234aa5b30ead,ESP8266-Sensors,2025-12-13|13:23:18,27.94,89.38,1.23,0.9,0.56,488.76,,
693d68cb6b13234aa5b30eae,ESP8266-Sensors,2025-12-13|13:23:23,25.01,83.85,1.44,4.47,0.7,574.23,,
693d68d06b13234aa5b30eaf,ESP8266-Sensors,2025-12-13|13:23:28,34.39,57.15,1.22,3.58,0.9,419.85,,
693d68d56b13234aa5b30eb0,ESP8266-Sensors,2025-12-13|13:23:33,25.13,79.11,1.05,0.51,0.39,432.91,,
693d68da6b13234aa5b30eb1,ESP8266-Sensors,2025-12-13|13:23:38,29.47,54.35,0.62,2.41,0.53,455.1,,
693d68df6b13234aa5b30eb2,ESP8266-Sensors,2025-12-13|13:23:43,34.54,73.33,1.65,4.91,0.37,466.41,,
693d68e46b13234aa5b30eb3,ESP8266-Sensors,2025-12-13|13:23:48,32.82,54.75,1.83,3.67,0.3,570.72,,
693d68e96b13234aa5b30eb4,ESP8266-Sensors,2025-12-13|13:23:53,28.76,41.05,1.66,4.78,0.55,590.61,,
693d68ee6b13234aa5b30eb5,ESP8266-Sensors,2025-12-13|13:23:58,34.47,89.32,0.92,4.14,0.41,473.72,,
693d68f36b13234aa5b30eb6,ESP8266-Sensors,2025-12-13|13:24:03,26.4,45.48,0.83,3.64,0.45,472.15,,
693d68f86b13234aa5b30eb7,ESP8266-Sensors,2025-12-13|13:24:08,26.12,53.37,0.69,4.78,0.74,486.89,,
693d68fd6b13234aa5b30eb8,ESP8266-Sensors,2025-12-13|13:24:13,29.72,67.52,0.9,1.75,0.84,590.72,,
693d69026b13234aa5b30eb9,ESP8266-Sensors,2025-12-13|13:24:18,33.52,79.75,1.87,4.39,0.57,539.26,,
693d69076b13234aa5b30eba,ESP8266-Sensors,2025-12-13|13:24:23,25.59,51.93,1.63,0.72,0.5,446.04,,
693d690c6b13234aa5b30ebb,ESP8266-Sensors,2025-12-13|13:24:28,34.1,54.17,1.33,2.46,0.64,539.26,,
693d69116b13234aa5b30ebc,ESP8266-Sensors,2025-12-13|13:24:33,31.18,57.28,0.64,2.11,0.18,569.12,,
693d69166b13234aa5b30ebd,ESP8266-Sensors,2025-12-13|13:24:38,28.5,61.41,1.42,2.22,0.94,523.27,,
693d691b6b13234aa5b30ebe,ESP8266-Sensors,2025-12-13|13:24:43,28.05,68.31,1.74,1.48,0.86,554.26,,
693d69206b13234aa5b30ebf,ESP8266-Sensors,2025-12-13|13:24:48,32.78,70.39,0.96,4.46,0.91,569.58,,
693d69256b13234aa5b30ec0,ESP8266-Sensors,2025-12-13|13:24:53,30.8,55.97,0.61,4.65,0.31,503.51,,
693d692a6b13234aa5b30ec1,ESP8266-Sensors,2025-12-13|13:24:58,30.52,61.59,1.3,2.25,0.76,530.2,,
693d692f6b13234aa5b30ec2,ESP8266-Sensors,2025-12-13|13:25:03,28,77.63,1.18,0.52,0.47,528.2,,
693d69346b13234aa5b30ec3,ESP8266-Sensors,2025-12-13|13:25:08,34.96,48.1,1.41,1.47,0.3,405.24,,
693d69396b13234aa5b30ec4,ESP8266-Sensors,2025-12-13|13:25:13,26.85,76.75,0.63,4.95,0.8,476.37,,
693d693e6b13234aa5b30ec5,ESP8266-Sensors,2025-12-13|13:25:18,26.27,69.72,0.61,3.58,0.55,521.96,,
693d69436b13234aa5b30ec6,ESP8266-Sensors,2025-12-13|13:25:23,34,74.14,1.06,1.33,0.61,457.06,,
693d69486b13234aa5b30ec7,ESP8266-Sensors,2025-12-13|13:25:28,27.31,79.26,1.64,0.44,0.83,507.02,,
693d694d6b13234aa5b30ec8,ESP8266-Sensors,2025-12-13|13:25:33,34.44,62.61,1.42,3.96,0.9,485,,
693d69526b13234aa5b30ec9,ESP8266-Sensors,2025-12-13|13:25:38,30.2,63.79,1.92,1.14,0.88,464.93,,
693d69576b13234aa5b30eca,ESP8266-Sensors,2025-12-13|13:25:43,33.09,58.78,0.95,3.53,0.89,459.14,,
693d695c6b13234aa5b30ecb,ESP8266-Sensors,2025-12-13|13:25:48,31.61,75.1,0.75,0.97,0.19,564.19,,
693d69616b13234aa5b30ecc,ESP8266-Sensors,2025-12-13|13:25:53,27.7,76.89,1.35,2.85,0.36,561.5,,
693d69666b13234aa5b30ecd,ESP8266-Sensors,2025-12-13|13:25:58,30.25,68.38,1,1.91,0.59,512.7,,
693d696b6b13234aa5b30ece,ESP8266-Sensors,2025-12-13|13:26:03,32.39,68.06,0.78,3.6,0.39,577.76,,
693d69716b13234aa5b30ecf,ESP8266-Sensors,2025-12-13|13:26:08,28.84,47.39,0.98,1.69,0.78,592.02,,
693d69766b13234aa5b30ed0,ESP8266-Sensors,2025-12-13|13:26:14,29.65,83.86,1.19,0.48,0.3,496.05,,
693d697b6b13234aa5b30ed1,ESP8266-Sensors,2025-12-13|13:26:19,26.09,63.22,1.52,4.78,0.78,470.34,,
693d69806b13234aa5b30ed2,ESP8266-Sensors,2025-12-13|13:26:24,34.38,82.98,0.55,2.58,0.56,512.11,,
693d69856b13234aa5b30ed3,ESP8266-Sensors,2025-12-13|13:26:29,25.17,61.44,1.19,0.9,0.44,501.53,,
693d698a6b13234aa5b30ed4,ESP8266-Sensors,2025-12-13|13:26:34,30.25,71,1.91,3.97,0.68,521.36,,
693d698f6b13234aa5b30ed5,ESP8266-Sensors,2025-12-13|13:26:39,28.28,71.98,0.98,4.37,0.69,578.84,,
693d69946b13234aa5b30ed6,ESP8266-Sensors,2025-12-13|13:26:44,35,50.3,1.73,2.72,0.5,563.74,,
693d69996b13234aa5b30ed7,ESP8266-Sensors,2025-12-13|13:26:49,26.07,54.83,1.69,0.28,0.6,434.13,,
693d699e6b13234aa5b30ed8,ESP8266-Sensors,2025-12-13|13:26:54,28.23,70.48,1.45,0.55,0.28,492.12,,
693d69a36b13234aa5b30ed9,ESP8266-Sensors,2025-12-13|13:26:59,25.5,51.59,0.67,1.06,0.89,440.98,,
693d69a86b13234aa5b30eda,ESP8266-Sensors,2025-12-13|13:27:04,31.98,47.13,1.67,2.3,0.31,474.76,,
693d69ad6b13234aa5b30edb,ESP8266-Sensors,2025-12-13|13:27:09,34.27,85.02,0.87,3.67,0.33,473.59,,
693d69b26b13234aa5b30edc,ESP8266-Sensors,2025-12-13|13:27:14,32.72,67.55,1.58,0.6,0.22,411.3,,
693d69b76b13234aa5b30edd,ESP8266-Sensors,2025-12-13|13:27:19,31.26,52.25,1.02,1.49,0.3,504.89,,
693d69bc6b13234aa5b30ede,ESP8266-Sensors,2025-12-13|13:27:24,33.27,64.38,1.24,1.99,0.76,542.68,,
693d69c16b13234aa5b30edf,ESP8266-Sensors,2025-12-13|13:27:29,27.9,46.97,0.55,1.67,0.54,588.3,,
693d69c66b13234aa5b30ee0,ESP8266-Sensors,2025-12-13|13:27:34,33.47,84.57,0.66,2.3,0.2,522.75,,
693d69cb6b13234aa5b30ee1,ESP8266-Sensors,2025-12-13|13:27:39,26.75,61.68,0.82,0.19,0.85,530.79,,
693d69d06b13234aa5b30ee2,ESP8266-Sensors,2025-12-13|13:27:44,33.95,62.84,1.04,4.32,0.7,509.22,,
693d69d56b13234aa5b30ee3,ESP8266-Sensors,2025-12-13|13:27:49,33.8,68.43,1.69,4.65,0.34,541.57,,
693d69da6b13234aa5b30ee4,ESP8266-Sensors,2025-12-13|13:27:54,27.64,49.21,0.91,1.6,0.2,461.04,,
693d69df6b13234aa5b30ee5,ESP8266-Sensors,2025-12-13|13:27:59,34.04,68.08,0.82,4.82,0.98,572.3,,
693d69e46b13234aa5b30ee6,ESP8266-Sensors,2025-12-13|13:28:04,31.97,41.25,0.89,2.98,0.11,443.94,,
693d69e96b13234aa5b30ee7,ESP8266-Sensors,2025-12-13|13:28:09,32.57,46.55,1.29,4.05,0.4,518.38,,
693d69ee6b13234aa5b30ee8,ESP8266-Sensors,2025-12-13|13:28:14,29.61,58.18,0.92,4.81,0.1,561.99,,
693d69f36b13234aa5b30ee9,ESP8266-Sensors,2025-12-13|13:28:19,33.75,72.02,0.6,3.26,0.16,577.75,,
693d69f86b13234aa5b30eea,ESP8266-Sensors,2025-12-13|13:28:24,29.1,86.88,0.69,3.13,0.58,501.7,,
693d69fd6b13234aa5b30eeb,ESP8266-Sensors,2025-12-13|13:28:29,30.37,77.99,0.92,1.82,0.99,554.86,,
693d6a026b13234aa5b30eec,ESP8266-Sensors,2025-12-13|13:28:34,32.72,76.48,1.37,3.27,0.57,454.93,,
693d6a076b13234aa5b30eed,ESP8266-Sensors,2025-12-13|13:28:39,30.39,55.79,0.55,3.88,0.44,448.13,,
693d6a0c6b13234aa5b30eee,ESP8266-Sensors,2025-12-13|13:28:44,25.69,47.44,1.73,1.08,0.45,502.01,,
693d6a116b13234aa5b30eef,ESP8266-Sensors,2025-12-13|13:28:49,32.3,82.86,1.07,3.4,0.27,556.55,,
693d6a166b13234aa5b30ef0,ESP8266-Sensors,2025-12-13|13:28:54,25.38,50.74,1.81,0.68,0.68,515.83,,
693d6a1b6b13234aa5b30ef1,ESP8266-Sensors,2025-12-13|13:28:59,34.07,65.47,1.13,3.15,0.58,539.86,,
693d6a206b13234aa5b30ef2,ESP8266-Sensors,2025-12-13|13:29:04,25.51,40.16,0.51,1.27,0.38,539.45,,
693d6a256b13234aa5b30ef3,ESP8266-Sensors,2025-12-13|13:29:09,30.67,62.69,0.97,1.89,0.56,410.11,,
693d6a2a6b13234aa5b30ef4,ESP8266-Sensors,2025-12-13|13:29:14,33.91,46.37,1.05,3.14,0.29,469.96,,
693d6a2f6b13234aa5b30ef5,ESP8266-Sensors,2025-12-13|13:29:19,30.36,68.87,1.57,1.66,0.44,533.62,,
693d6a346b13234aa5b30ef6,ESP8266-Sensors,2025-12-13|13:29:24,34.95,87.18,1.63,4.3,0.77,573.75,,
693d6a396b13234aa5b30ef7,ESP8266-Sensors,2025-12-13|13:29:29,28.04,82.74,1.07,3.99,0.34,593.93,,
693d6a3e6b13234aa5b30ef8,ESP8266-Sensors,2025-12-13|13:29:34,28.67,65,1.6,3.83,0.84,582.97,,
693d6a436b13234aa5b30ef9,ESP8266-Sensors,2025-12-13|13:29:39,33.95,59.14,1.53,0.18,0.74,429.25,,
693d6a486b13234aa5b30efa,ESP8266-Sensors,2025-12-13|13:29:44,29.04,52.55,1.35,2.61,0.19,507.54,,
